name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,lat,lon
LA COMA,"CERAMICA LA COMA,SA",,,Balaguer,ES,0.95,Natural gas,,,2008,,
COGENERACION LA ESPINA,"COGENERACION LA ESPINA, S.L.",,,Salas,ES,1,Natural gas,,,,,
HOSPITAL NUESTRA SENORA DE COVADONGA,"COGENERACION Y MANTENIMIENTO, A.I.E",,,Oviedo,ES,6.06,Natural gas,,,,,
SAN DIEGO (AMPLIADA CON RE-1780),"ELECTRO SAN DIEGO, S.A.",,,Hellin,ES,0.9,Hydro,,,,,
HIGARES,"MINICENTRALES DOS, S.A.",,,Mocejon,ES,1.6,Hydro,,,,,
HIDROELECTRICA DE PINA,"HIDROELECTRICA DE PINA, S.L.",,,Nuez de Ebro,ES,7,Hydro,,,,,
"SULQUISA, S.A.","SULQUISA, S.A.",,,Colmenar de Oreja,ES,14.889,Natural gas,,,2006,,
EL MAQUILON,"MINICENTRALES DEL TAJO, S.A.",,,Almoguera,ES,0.78,Hydro,,,,,
PURINA ESPANA,"PURINA ESPANA, S.A.",,,Dos Hermanas,ES,3.284,Oil,,,,,
EL MOLI,AYUNTAMIENTO DE GERONA,,,Girona,ES,0.152,Hydro,,,,,
CERAMICAS MOLLA,"CERAMICAS MOLLA, S.L.",,,Xativa,ES,0.83,Natural gas,,,1996,,
ERVISA,"ERVISA COGENERACION, S.C.",,,Puebla de Alfinden (La),ES,1.47,Natural gas,,,,,
KEROS CERAMICA,"KEROS CERAMICA, S.A.",,,Nules,ES,0.895,Natural gas,,,,,
IRIBAS,"ZABALO, S.L.",,,Larraun,ES,0.55,Hydro,,,,,
TRATAMIENTO DE PURINES FUENSALIDA,"URBASER, S.A.",,,Fuensalida,ES,16.3,Natural gas,,,,,
"MOLTUANDUJAR S.L. (COANSA COGENERACION DE ANDUJAR, S.A.)",MOLTUANDUJAR S.L.,,,Andujar,ES,21.792,Other or unspecified energy sources,,,1999,,
AZANON,"HIDRAULICA DE AZANON, S.L.",,,Trillo,ES,1.5,Hydro,,,2001,,
TRATAMIENDO LODOS EN MADRIDEJOS,MANUEL GARCIA DE LA CRUZ AGUILAR,,,Madridejos,ES,9.048,Other or unspecified energy sources,,,,,
TRATAMIENTO DE PURINES EN VILLANUEVA DE LA JARA,SAT N9477 HERMANOS LOPEZ ONATE,,,Villanueva de la Jara,ES,6.285,Other or unspecified energy sources,,,,,
INDUSTRIAS ALEGRE,"INDUSTRIAS ALEGRE, S.A.",,,Albal,ES,2.068,Natural gas,,,,,
JORGE I,"HIDROGESTION CUERPO HOMBRE, SL",,,Bejar,ES,0.295,Hydro,,,1999,,
FABRICACION DE ENVASES INDUSTRIALES,"FABRICACION DE ENVASES INDUSTRIALES, S.A",,,Valdemoro,ES,0.76,Oil,,,,,
PLANTA DE SAN JORGE,"ECOENERGIA INTEGRAL, S.A.",,,Sant Jordi/San Jorge,ES,1.68,Oil,,,,,
EMARSA - ESTACION PINEDO,EMPRESA METROPOLITANA  AGUAS RESIDUALES,,,Valencia,ES,1.788,Natural gas,,,,,
JORGE II - AMPLIACION,"HIDROGESTION CUERPO HOMBRE, SL",,,Bejar,ES,0.355,Hydro,,,2000,,
ECYR MARTOS,"ENDESA COGENER.Y RENOVAB.,S.A.-ECYR,S.A.",,,Martos,ES,21.6,Natural gas,,,,,
ECYR VILLANUEVA,"ENDESA COGENER.Y RENOVAB.,S.A.-ECYR,S.A.",,,Villanueva del Arzobispo,ES,21.6,Natural gas,,,,,
CERAMICA HISPANO-PORTUGUESA,"CERAMICA HISPANO-PORTUGUESA, S.L.",,,Corrales,ES,2.96,Natural gas,,,,,
LA PELOTERA,"ASTUWATT, S.L.",,,Barbadillo del Pez,ES,0.236,Hydro,,,2003,,
TRAINALBA II,"TRATAMIENTO INTEGRAL ALPECHINES BAENA,SL",,,Jimena,ES,4.8,Oil,,,,,
ANGULO GENERAL QUESERA,"MANTEQUERIAS ARIAS, S.A.",,,Burgos,ES,6.39,Natural gas,,,1999,,
VIGUETAS BERMA,"VIGUETAS BERMA, S.L.",,,Quintanar del Rey,ES,1.038,Natural gas,,,,,
LORCA-2,"PROCESOS ECOLOGICOS, S.A.",,,Lorca,ES,15,Natural gas,,,,,
BUJARALOZ (2 FASE),"CORPORACION ALIMENTARIA GUISSONA, S.A.",,,Bujaraloz,ES,3.45,Oil,,,2000,,
RUBER INTERNACIONAL,"RUBER INTERNACIONAL, S.A.",,,Madrid,ES,0.768,Natural gas,,,,,
HADASA,"HARINAS DEL ATLANTICO, S.A.",,,Pobra do Caraminal (A),ES,2.64,Oil,,,2000,,
EL MONEGRE,"PRODUCTORA DE GUIXES, S.L.",,,Guixers,ES,0.075,Hydro,,,,,
ROS ROCA (PLANTA DE TITAGUAS),"ROS ROCA, S.A.",,,Titaguas,ES,14.95,Natural gas,,,,,
COGENERACION FEIRACO (AMPLIADA CON RE-1627),"FEIRACO, SOCIEDAD COOPERATIVA GALLEGA",,,Ames,ES,2.3,Other or unspecified energy sources,,,,,
COGENERACION FEIRACO (AMPL. DE RE-00D-711),"FEIRACO, SOCIEDAD COOPERATIVA GALLEGA",,,Ames,ES,5,Other or unspecified energy sources,,,,,
MOLINO DE ALTZOLA,HIDROELECTRICA DEL DEBA S.L.,,,Elgoibar,ES,0.12,Hydro,,,2000,,
LADRILLOS MORA,"LADRILLOS MORA, S.L.",,,Illescas,ES,0.96,Natural gas,,,2006,,
CAOBAR,CAOBAR S.A.,,,Guadalajara,ES,0.965,Natural gas,Combustion engine,,2010,,
ZAMUNON,"COMPANIA ELECTRICA PENA LABRA, S.L.",,,Hermandad de Campoo de Suso,ES,1.8,Hydro,,,,,
BECOSA BUJALANCE,"BECOSA ENERGIAS RENOVABLES, S.A.",,,Bujalance,ES,8.169,Natural gas,,,,,
LA GILA,CONSUELO VERDUGO BELTRAN,,,Penafiel,ES,0.08,Hydro,,,2000,,
SAN DIEGO (AMPLIACION RE-0069),"ELECTRO SAN DIEGO, S.A.",,,Hellin,ES,0.461,Hydro,,,,,
LINASA,"LINASA COGENERACION Y ASOCIADOS, S.L.",,,Torres de Cotillas (Las),ES,14.76,Natural gas,,,,,
LAVINTEX,"LAVINTEX, S.L.",,,Fuenlabrada,ES,0.99,Natural gas,,,,,
ECOPARC N 1,"ECOPARC DE BARCELONA, S.A.",,,Barcelona,ES,5.24,Biomass and biogas,,,2002,,
LACUNZA,"URTAGI, S.L.",,,Lakuntza,ES,0.55,Hydro,,,,,
CANADA DE ROMERO,"INDUSTRIAS MECANICAS DEL NOROESTE, S.A.",,,Mazarron,ES,12,Natural gas,,,,,
RIBESALBES,"CERAMICA RIBESALBES, S.A.",,,Onda,ES,0.492,Natural gas,,,,,
MAL PAS,"PROMOCIONES Y PROYECTOS MODOLELL,SL",,,Llavorsi,ES,3.8,Hydro,,,,,
LA ESCALINATA,"ENERGIAS RENOVABLES DE CASINOS, S.A",,,Casinos,ES,0.944,Hydro,,,,,
SEPIOLSA,SEPIOLSA,,,Azuqueca de Henares,ES,5.2,Natural gas,,,1996,,
CENTRAL HIDROELECTRICA PANTANO DE CUBILLAS,"HIDROELECTRICA CUERVA, S.L.U.",,,Atarfe,ES,0.945,Hydro,,,1996,,
SAN RAFAEL,"SALTO DE SAN RAFAEL, S.L.",,,Espeluy,ES,3.2,Hydro,,,,,
FABRICA DE HARINAS,RAUL VAZQUEZ RODRIGUEZ,,,San Millan de la Cogolla,ES,0.031,Hydro,,,,,
COGENERACION HIJOS DE J.C.HERNANDEZ I,"HIJOS DE JUAN CRUZ HERNANDEZ, S.A.",,,Agoncillo,ES,1.844,Natural gas,,,2011,,
UBAUN,"GANADOS BARBERENA, S.L.",,,Baztan,ES,0.72,Hydro,,,1992,,
GURREA DE GALLEGO,"CHANGOA, S.A.",,,Gurrea de Gallego,ES,1.1,Hydro,,,,,
INDUSTRIA PAPELERA NESA,"INDUSTRIA PAPELERA NESA, S.A.",,,Alfara de Algimia,ES,3.24,Oil,,,,,
HOSPITAL 9 DE OCTUBRE,HOSPITAL 9 DE OCTUBRE,,,Valencia,ES,0.78,Natural gas,,,,,
TECAMASA,"TEJAS CASTILLA LA MANCHA, S.A.",,,Pantoja,ES,0.922,Natural gas,,,,,
COGENERACION INCEDISA,"INDUSTRIAS CERAMICAS DIAZ, S.A.",,,Cobeja,ES,0.977,Natural gas,,,2010,,
PEQUERA,"MINICENTRAL DE PEQUERA, S.L.",,,Jaca,ES,0.639,Hydro,,,,,
DANONE. S.A.,DANONE. S.A.,,,Aldaia,ES,8.313,Natural gas,,,,,
MUSA V,"MUSA MURCIANA DE AGUAS, S.A.",,,Fortuna,ES,14.14,Natural gas,,,,,
MUSA VI,"MUSA MURCIANA DE AGUAS, S.A",,,Fortuna,ES,14.14,Natural gas,,,,,
ALITRASA VII,"ALITRASA ALICANTINA DE TRAT. AGUAS, S.A",,,Lorca,ES,14.14,Natural gas,,,,,
ALITRASA IX,"ALITRASA ALICANTINA DE TRAT. AGUAS, S.A",,,Lorca,ES,14.14,Natural gas,,,,,
COGENERACION,"ECOGARVE, S.L",,,Madridejos,ES,2.72,Natural gas,,,,,
SOSSIS,"IBERICA DE ENERGIAS, S.L.",,,Conca de Dalt,ES,3,Hydro,,,,,
SASTAGO-I,"ELECTRO METALURGICA DEL EBRO, S.L.",,,Sastago,ES,2.928,Hydro,,,,,
TUDELA,"IBERICA DE ENERGIAS, S.L.",,,Tudela de Duero,ES,1.2,Hydro,,,,,
SALTO 1060,"SALTOS DEL TIETAR, S.A.",,,Adrada (La),ES,0.812,Hydro,,,1994,,
LA CORBA,"FIL-GENESIS, S.A.",,,Ripoll,ES,0.448,Hydro,,,,,
EL ROIG,"FIL-GENESIS, S.A.",,,Ripoll,ES,0.53,Hydro,,,,,
HOSPITAL DOCTOR JOSEP TRUETA DE GIRONA,INSTITUT CATALA DE LA SALUT,,,Girona,ES,1.164,Natural gas,,,,,
PONT DE VILOMARA,"CORTIADA,S.A.",,,Pont de Vilomara i Rocafort (El),ES,0.5,Hydro,,,,,
IGLESIAS,"MAGRET HERMANOS,S.A.",,,Camprodon,ES,0.088,Hydro,,,,,
FABRICA PAPER,"LA PAPELERA DEL FRESSER,S.A.",,,Ribes de Freser,ES,0.1,Hydro,,,,,
EDINJA,"EDINJA, SCCL",,,Cardona,ES,0.09,Hydro,,,,,
PARC DEL SEGRE,"PARC DEL SEGRE, S.A.",,,Seu dUrgell (La),ES,0.944,Hydro,,,,,
GUALBA II,"POLIGONO INDUSTRIAL CAN SEDO, S.A.",,,Gualba,ES,0.63,Hydro,,,,,
COLONIA PRAT,"CORPORACION INDUSTRIAL PREL,S.A.",,,Puig-reig,ES,0.44,Hydro,,,,,
CG EUROHUECO,"EUROHUECO, SA",,,Castellbisbal,ES,4.84,Natural gas,,,1998,,
COLLET,"CEMENTOS COLLET,S.L.",,,Guardiola de Bergueda,ES,0.07,Hydro,,,,,
"ATOMIX, S.A.","ATOMIX, S.A.",,,Onda,ES,8.356,Natural gas,,,2009,,
ESTREMERA,"MINICENTRALES DEL TAJO, S.A.",,,Estremera,ES,0.78,Hydro,,,,,
AITZETARTE,"ELECTRA DEBA, S.A.",,,Elgoibar,ES,0.579,Hydro,,,,,
ARTIGAS,"BIOARTIGAS, S.A.",,,Alonsotegi,ES,1.44,Biomass and biogas,,,,,
LA CHORRONERA,PEQUENAS CENT.HIDROEL.SA,,,Arcos de Jalon,ES,0.17,Hydro,,,,,
FROMISTA,"REDONDO HERMANOS, S.L.",,,Fromista,ES,0.82,Hydro,,,,,
ONCE PARADAS,"ANGEL SUAREZ ROS E HIJAS,C.B.",,,Palencia,ES,0.24,Hydro,,,,,
ABALOZ,"ELECTRA BRAVO, SL.",,,Donostia-San Sebastian,ES,1,Hydro,,,,,
C.H. LA PLANA,"HIDROELECTRICA DE LA PLANA, S.L.",,,Avia,ES,1.1,Hydro,,,,,
SANT ANTONI,AYUNTAMIENTO DE RIALP,,,Rialp,ES,0.2,Hydro,,,,,
RIERA MOLINE,"POLIGONO INDUSTRIAL CAN SEDO, S.A.",,,Montseny,ES,0.6,Hydro,,,,,
FABRICA INDUSTRIAL CARTONERA MENGIBAR-SMURFITT KAPPA ESPANA S.A.,SMURFIT KAPPA ESPANA S.A.,,,Mengibar,ES,24.7,Other or unspecified energy sources,,,2002,,
TUNEL DE VIELHA-DRENATGES,"ENDESA COGENERACION Y RENOVABLES, S.A.",,,Vielha e Mijaran,ES,0.25,Hydro,,,,,
PLAGICAS,"PLAGICAS ENER, S.L.",,,Bejar,ES,0.06,Hydro,,,,,
SALTO DE LA GUERA,JAVIER NIETO BORT,,,Burgo de Osma-Ciudad de Osma,ES,0.165,Hydro,,,,,
FAGOLLAGA,"FAGOLLAGA, S.A.",,,Hernani,ES,0.189,Hydro,,,,,
LA LORA,"REPSOL EXPLORACION, S.A.",,,Sargentes de la Lora,ES,3,Natural gas,,,,,
BOLUBARRI,"BOLUBARRI, S.A.",,,Bergara,ES,0.16,Hydro,,,,,
EL HOYO,"CIENER, S.A.U.",,,Breto,ES,3.582,Hydro,,,,,
AZUCARERA DEL DUERO,"AB AZUCARERA IBERIA, S.L.",,,Toro,ES,12.95,Natural gas,,,2009,,
COGENERACION ENERGYWORKS,"ENERGYWORKS VILLARROBLEDO, S.A.",,,Villarrobledo,ES,24,Oil,,,,,
VIEJAS,"HIDROELECTRICA DEL VIEJAS, S.A.",,,Castanar de Ibor,ES,0.21,Hydro,,,,,
PUIG Y FONT,"PUIG Y FONT, S.A.",,,Monistrol de Montserrat,ES,0.971,Hydro,,,,,
LA CORTADA,"AUXILIAR DEXPLOTACIONS ENERGETIQUES, SL",,,Santa Maria de Merles,ES,0.045,Hydro,,,1988,,
PLANTA DE TRACTAMENT DE PURINS ISONA,"ISONA ENERCORR, XXI, S.L.U.",,,Isona i Conca Della,ES,14.95,Natural gas,,,,,
MUSEU DE CAN SANGLAS,AYTO. DE MANLLEU,,,Manlleu,ES,0.05,Hydro,,,2004,,
CERAMICA LLANOS AMPLIACION,"CERAMICA LLANOS,S.A.",,,Briviesca,ES,0.99,Natural gas,,,2010,,
TUREGANO,"DESIMPACTO PURINES TUREGANO, S.A.",,,Turegano,ES,15.76,Natural gas,,,2005,,
GALICIA TEXTIL,"GALICIA TEXTIL, S.A.",,,Neda,ES,1,Natural gas,,,1999,,
PROCESOS ECOLOGICOS,"PROCESOS ECOLOGICOS, S.A.",,,Teba,ES,15,Natural gas,,,,,
PISCINA MUNICIPAL CLIMATIZADA,CONCELLO DE VIVEIRO,,,Viveiro,ES,0.76,Oil,,,,,
CHINCHA,"NAVARRO GENERACION, S.A.",,,Canizares,ES,1.488,Hydro,,,,,
MOLINO DE URDANIZ,"ELECTRA ZIBER, S.L.",,,Esteribar,ES,0.18,Hydro,,,,,
BEKO-ERROTA,MIREN JAXONE MENDIOLA  E INAKI ARRATIBEL,,,Etxarri-Aranatz,ES,0.05,Hydro,,,,,
PINTURAS CATAFORESICAS,"PINTURAS CATAFORESICAS, S.A.",,,Almussafes,ES,2.889,Natural gas,,,,,
OLAVERRI,"C.H. OLAVERRI, S.L.",,,Andoain,ES,0.2,Hydro,,,1999,,
VERTEDERO DE VACARISSES,"COLL CARDUS GAS, S.L.",,,Vacarisses,ES,1.904,Biomass and biogas,,,2000,,
COLOROBBIA ESPANA,"COLOROBBIA ESPANA, S.A.",,,Vilafames,ES,1.2,Non-renewable waste,,,,,
ABENGOA SERVICIOS URBANOS,"ABENGOA SERVICIOS URBANOS, S.A.",,,Salzadella (la),ES,15,Natural gas,,,,,
REYDE,"REYDE, S.A.",,,Sant Boi de Llobregat,ES,1.942,Natural gas,,,2000,,
BALCABIN,"MINICENTRALES ASTURIANAS, S.A.",,,Penarrubia,ES,1.1,Hydro,,,,,
CALSECA,"MINICENTRALES ASTURIANAS, S.A.",,,San Roque de Riomiera,ES,1.9,Hydro,,,,,
BIERGE,"EMPRESA PROVINCIAL DE ENERGIA, S.A.",,,Bierge,ES,0.08,Hydro,,,,,
REMIGIO-MARIANO GOSALVEZ,REMIGIO-MARIANO GOSALVEZ,,,Bejar,ES,0.05,Hydro,,,,,
EL GORGOL,"HIDROSCA, S.A.",,,Biescas,ES,3.57,Hydro,,,,,
TECNICAS DE COGENERACION DE SILLA,"TECNICAS DE COGENERACION DE SILLA, S.L.",,,Silla,ES,7.768,Natural gas,,,,,
VALVERDE DEL MAJANO,"PROGREEN SEGOVIA, S.L.",,,Valverde del Majano,ES,14.996,Natural gas,,,,,
NAVAS DE ORO,"PROGREEN SEGOVIA, S.L.",,,Navas de Oro,ES,14.996,Natural gas,,,,,
INDUSTRIA DE TRATAM. PURINES EN ALTORRICON,"DESIMPACTO DE PURINES  ALTORRICON, S.A.",,,Altorricon,ES,14.64,Natural gas,,,2001,,
C.H. DE SEGADE,"CORTIZO HIDROELECTRICAS , S.A.",,,Caldas de Reis,ES,8.1,Hydro,,,,,
PLANTA DE COGENERACION ASERPAL,"CIA.ENERGETICA PARA EL TABLERO, S.A.",,,Vilasantar,ES,6.664,Natural gas,,,,,
INDUSTRIAS DEL TABLERO,"INDUSTRIAS DEL TABLERO, S.A.",,,San Sadurnino,ES,24.8,Oil,,,2012,,
QUART,"FRIGORIFICOS COSTA BRAVA, S.A.",,,Quart,ES,0.835,Oil,,,,,
COGENERACION CRIPRIANO CASTELLO ALFONSO,"HIJOS CIPRIANO CASTELLO ALFONSO,SL",,,Onda,ES,0.854,Natural gas,,,,,
RAIMAT - CENTRAL 7,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",,,Lleida,ES,0.884,Hydro,,,,,
ALCARRAS - CENTRAL 9,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",,,Alcarras,ES,0.697,Hydro,,,2000,,
GUARRO CASAS,"GUARRO CASAS, S.A.",,,Campdevanol,ES,1.46,Oil,,,,,
COMERCIAL AYMERICH,"COGENERACION AYMEREL, AIE",,,Santa Eugenia de Berga,ES,0.995,Natural gas,,,2007,,
PREBESEC,"PREBESEC, S.A.",,,Mejorada del Campo,ES,2.426,Natural gas,,,,,
COGENERACION BRILEN,"BRILEN, S.A.",,,Barbastro,ES,24.745,Natural gas,,,,,
CENTRAL HIDROELECTRICA EL RUMBLAR,"HIDROELECTRICA DEL RUMBLAR, S.L.",,,Banos de la Encina,ES,1.92,Hydro,,,1997,,
MAGUNAS,"SALTOS DEL OIZ, S.L.",,,Iurreta,ES,0.338,Hydro,,,,,
CERAMICA TUDELANA,"CERAMICA TUDELANA, S.A.",,,Tudela,ES,0.999,Natural gas,,,1998,,
TEDELCHE,"HIDRO ENERGIA XANA, S.L.",,,Hellin,ES,2.29,Hydro,,,,,
CASTILSERAS,"MINAS DE ALMADEN Y ARRAYANES, S.A.",,,Almaden,ES,1.6,Hydro,,,,,
IPARLAT,"ESNELAT, S.L.",,,Urnieta,ES,12,Natural gas,,,,,
LONASA PINTO,"LONASA PINTO, S.A.",,,Pinto,ES,0.77,Natural gas,,,,,
AZULEJOS Y PAVIMENTOS,"AZULEJOS Y PAVIMENTOS, S.A.",,,Alcora (l),ES,9.506,Natural gas,,,,,
PROCESOS ECOLOGICOS CARMONA 2,"PROCESOS ECOLOGICOS CARMONA 2, S.A.",,,Carmona,ES,15,Natural gas,,,,,
SICOGESA CAMPILLOS 1,"SICOGESA EXPLOTACION, S.A.",,,Campillos,ES,14.992,Natural gas,,,,,
SICOGESA CAMPILLOS 2,"SICOGESA EXPLOTACION, S.A.",,,Campillos,ES,14.992,Natural gas,,,,,
EDAR DE BANYOLES,"OMS SACEDE, S.A",,,Cornella del Terri,ES,4.074,Natural gas,,,,,
GALTZARABURU,GALTZARABURU S.L,,,Hondarribia,ES,0.475,Natural gas,,,1998,,
DESIMPACTE DE PURINS VOLTREGA,"DESIMPACTE DE PURINS VOLTREGA, S.A.",,,Masies de Voltrega (Les),ES,14.64,Natural gas,,,1999,,
TRACJUSA,"TRACTAMENTS DE JUNEDA, SA",,,Juneda,ES,15,Natural gas,,,2001,,
C.H. TALAVERA,"CIENER, S.AU.",,,Talavera de la Reina,ES,2.854,Hydro,,,,,
AZUCARERA MONTERO,"AZUCARERA MONTERO, S.A.",,,Lobras,ES,0.694,Oil,,,2002,,
CAMPUS SUR,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,,,Santiago de Compostela,ES,2.198,Natural gas,,,2002,,
CIATESA,"CIA. INDUS. APLICACIONES TERMICAS, S.A.",,,Montilla,ES,0.8,Natural gas,,,2003,,
C.H. DE PESQUEIRAS,"HIDROELECTRICA  DE PESQUEIRAS, S.L.",,,Savinao (O),ES,0.8262,Hydro,,,2003,,
REGATA ETXALAR,"REYSALDE, S.L.",,,Etxalar,ES,0.3,Hydro,,,,,
SARTAGUDA,"ACCIONA ENERGIA, S.A.",,,Sartaguda,ES,4.68,Hydro,,,,,
AGOZPE,AYUNTAM. NOBLE VALLE Y UNIV.BAZTAN,,,Baztan,ES,0.384,Hydro,,,,,
ZALDU,"HICENOR, S.L.",,,Estella/Lizarra,ES,0.315,Hydro,,,,,
LLADRO,"LLADRO, S.A.",,,Tavernes Blanques,ES,0.854,Natural gas,,,,,
RIOSEQUILLO,"HIDRAULICA SANTILLANA, S.A.",,,Buitrago del Lozoya,ES,7.2,Hydro,,,,,
EL BATAN,SINDICATO RIEGOS DE CANAL DE TAUSTE,,,Tauste,ES,0.275,Hydro,,,,,
JUAN LINUESA DIAZ,JUAN LINUESA DIAZ,,,Torrebaja,ES,0.075,Hydro,,,,,
C. H. AHEDILLO 2,JUAN RAMON LASA ORTEGA,,,Valle de Mena,ES,0.09,Hydro,,,2008,,
PLANTA DE GIRASOL,"MOYRESA GIRASOL, S.L.",,,Zierbena,ES,9.99,Natural gas,,,2006,,
DEPURADORA DE AGUAS RESIDUALES LOIOLA,"GESTION DE CENTRALES DEL ANARBE, S.A. (GECASA)",,,Donostia-San Sebastian,ES,4.248,Natural gas,,,2009,,
C.H. PIE DE PRESA,"CEPRASTUR, A.I.E.",,,Sobrescobio,ES,3.056,Hydro,,,,,
PORMA,"HIDRO ENERGIA XANA, S.L.",,,Bonar,ES,17.474,Hydro,,,2004,,
"TURIA COGENERACION, S.A.","TURIA COGENERACION, S.A.",,,Vilamarxant,ES,15,Natural gas,,,,,
VERTEDERO ALCALA DE HENARES,"HERA AMASA, S.A.",,,Alcala de Henares,ES,2.3,Biomass and biogas,,,,,
EDAR DE MONTORNES,"OMS SACEDE, SA",,,Montornes del Valles,ES,4.662,Natural gas,,,,,
ONDUPACK,"ONDUPACK, S.A.",,,Almendralejo,ES,1.464,Natural gas,,,,,
"EPIFANIO CAMPO, S.L.","RODONITA ENERGIA, S.L.",,,Laracha (A),ES,6.825,Natural gas,,,2006,,
COG.CENTRO COMERCIAL LAS CANAS,"COMERCIAL VITAL SANTO TOMAS, S.L.",,,Viana,ES,0.51,Other or unspecified energy sources,,,,,
VALDESPARTERA,COMUNIDAD GENERAL DE RIEGOS DEL ALTO ARAGON,,,Biscarrues,ES,4,Hydro,,,,,
LA MOZOLA,"GER GENERACION, S.L.U.",,,Binefar,ES,2.07,Hydro,,,,,
LA CUEVA,"GER GENERACION, S.L.U.",,,Binefar,ES,1.35,Hydro,,,,,
MOINSA,"FINANCIERA MADERERA, S.A.",,,Cella,ES,23.8,Natural gas,,,2005,,
TEVERGA,"IBERICA DE ENERGIAS, S.A.",,,Teverga,ES,5,Hydro,,,,,
LA DEGOLLADINA,"IBERICA DE MINICENTRALES, S.A.",,,Valdes,ES,0.76,Hydro,,,,,
SALUNI,"ROYO ENERGIA, S.L.",,,Corrales de Buelna (Los),ES,0.736,Hydro,,,,,
SOTILLA,"ROYO ENERGIA, S.L.",,,Corrales de Buelna (Los),ES,1.104,Hydro,,,,,
POMBEIRO,"HIDROELECTRICA POMBEIRO, S.A.",,,Cerdido,ES,0.154,Hydro,,,,,
CURRAS,ANDRES SANTALLA RODRIGUEZ,,,Ferrol,ES,0.02,Hydro,,,,,
PRESA DEL REY,"GALICIA TEXTIL,S.A.",,,Neda,ES,0.18,Hydro,,,,,
INACSA,INACSA (INDUSTRIA DEL ACETATO SA),,,Sant Cebria de Vallalta,ES,5.245,Natural gas,Gas turbine,,1991,,
VILADOMIU,INVESTIGACION MAS DESARROLLO ENERGETICO.,,,Gironella,ES,0.38,Hydro,,,,,
ANGULO GENERAL QUESERA,"ANGULO GENERAL QUESERA, S.L.",,,Ronda,ES,3,Natural gas,,,2004,,
NUEVOS PRODUCTOS CERAMICOS,NUEVOS PRODUCTOS CERAMICOS,,,Vilafames,ES,6.8,Natural gas,,,2005,,
PL.TR.PURINES CON CENTRAL COGENERACION,"FUDEPOR, S.L.",,,Alhama de Murcia,ES,15,Natural gas,,,2006,,
MUSA IV,MUSA,,,Fortuna,ES,15,Natural gas,,,,,
CIA. ENERGETICA PUENTE DEL OBISPO,"CIA. ENERGETICA PUENTE DEL OBISPO, S.L.",,,Baeza,ES,24.99,Natural gas,,,2007,,
COGENERACION CERABRICK,"CERABRICK GRUPO CERAMICO, S.A.",,,Fuenmayor,ES,14.9,Natural gas,,,,,
P.COGENERACION SOGAMA,"SOGAMA, S.A.",,,Cerceda,ES,21.264,Natural gas,,,,,
PLANTA  TERMOELECTRICA DE APROVECHAMIENTO DE RESIDUOS SOLIDOS URBANOS DE SOGAMA,SOGAMA,,,Cerceda,ES,50,Non-renewable waste,,,2001,43.171214,-8.440952
C. H. SALTO N 1 CENTRAL DE BRANDARIZ,"GAS NATURAL FENOSA RENOVABLES, SLU",,,Vila de Cruces,ES,17.5,Hydro,,,2007,,
VERTEDERO DE ALCAZAR DE SAN JUAN,"CESPA, S.A (50%) Y CESPA GESTION DE RESIDUOS, S.A (50%)",,,Alcazar de San Juan,ES,1.048,Biomass and biogas,,,2007,,
CENTRAL HIDROELECTRICA CONTRASTA,"SDAD HIDROELECTRICA HARANA-KONTRASTA, SA",,,Harana/Valle de Arana,ES,0.195,Hydro,,,2007,,
CERFASA,"CERAMICA FARRENY, SA",,,Balaguer,ES,0.499,Natural gas,,,2008,,
GAIZKA AURTENECHE LANDA,"PG MARTIARTU, 18",,,Lezama,ES,0.005,Other or unspecified energy sources,,,2008,,
C. H. XALLAS,"HIDROELECTRICA DEL ARNOYA, S.L.",,,Negreira,ES,2.393,Hydro,,,2006,,
PLANTER LEVANTE,"PLANTER LEVANTE, S.L.",,,Albacete,ES,1,Natural gas,,,2006,,
PLANTA VINAZAS DESTILERIAS DYC,"COGEN ERESMA, S.L.",,,Palazuelos de Eresma,ES,6.485,Other or unspecified energy sources,,,2008,,
"SALINERA ANANA, S.L.","SALINERA ANANA, S.L.",,,Anana,ES,7.17,Oil,,,2000,,
OLCESA,"ENERSUR SIGLO 21, S.L.",,,Tarancon,ES,20.76,Oil,,,,,
IQA,"INDUSTRIAS QUIMICAS DEL OXIDO ETILENO, SA",,,Tarragona,ES,6.05,Natural gas,,,2009,,
INDITEX,"INDITEX COGENERACION, A.I.E.",,,Arteixo,ES,2.7,Oil,,,1997,,
GARONA VERDA,"NEO SC ARAN, SLU",,,Les,ES,14.95,Natural gas,,,1999,,
CERAMICA LA ANDALUZA DE BAILEN,"ANDALUZA DE COGENERACION, S.A.",,,Bailen,ES,1.844,Natural gas,,,,,
ANARBE,"GESTION DE CENTRALES DEL ANARBE, S.A.",,,Goizueta,ES,1.252,Hydro,,,,,
C.H. SASTRE BARAT,"HIDROELECTRICA SASTRE BARAT, S.L.",,,Guixers,ES,0.15,Hydro,,,,,
CH FILATS,"HIDRODATA, SA",,,Ribes de Freser,ES,0.65,Hydro,,,1989,,
CH MOLI,"HIDRODATA, SA",,,Queralbs,ES,1,Hydro,,,1989,,
