name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,lat,lon
TAULELL - PLANTA PAVIMENTO N2,"TAULELL, S.L.",,,Alcora (l),ES,1.63,Natural gas,,,,,
TAULELL - PLANTA DE REVESTIMIENTO N3,"TAULELL, S.L.",,,Alcora (l),ES,1.98,Other or unspecified energy sources,,,,,
C.H. A DEVESA,"CORTIZO HIDROELECTRICAS, S.A.",,,Estrada (A),ES,3.78,Hydro,,,2004,,
"NEOELECTRA MENGIBAR MAQUIZ, S.A.","NEOELECTRA SC MENJIBAR, S.L.U.",,,Mengibar,ES,3.6,Natural gas,,,2010,,
ELORDI,"AGUAS TXINGUDI-TSINGUDIKO URAK, S.A",,,Irun,ES,0.44,Hydro,,,,,
RIO PIRON,"ARCILLAS Y FELDESPATOS RIO PIRON, S.A",,,Navas de Oro,ES,6.16,Oil,,,,,
LOS ANGELES,"GENHIDRO GENERACION HIDROELECTRICA, S.L.",,,Vegas de Matute,ES,1.588,Hydro,,,,,
EDAR RUBI,"ACCIONA AGUA, SA",,,Sant Cugat del Valles,ES,6.12,Natural gas,,,2001,,
LANGA DE DUERO,"ORUS RENOVABLES, S.L.U.",,,Langa de Duero,ES,14.95,Natural gas,,,2003,,
COGENERACION PRODOSA-LA LUISIANA,"NEO SC LA LUISIANA, SLU",,,Luisiana (La),ES,6.984,Natural gas,,,2000,,
"GENERACION PENINSULAR, S.L.","GAS NATURAL FENOSA RENOVABLES, S.L.U.",,,Carabana,ES,0.169,Hydro,,,,,
ARATXES,"MINICENTRALES DE LARRAUN, S.L.",,,Lizartza,ES,0.36,Hydro,,,,,
NUEVA CERAMICA CAMPO,"REFRACTARIOS CAMPO, SL",,,Sanxenxo,ES,3.96,Oil,,,2011,,
MALTRANA,"HIDROELECTRICA DEL CADAGUA, S.A.",,,Valle de Mena,ES,0.4,Hydro,,,1989,,
AHEDILLO,"HIDROELECTRICA DEL CADAGUA, S.A.",,,Valle de Mena,ES,0.75,Hydro,,,1989,,
PESCANOVA CHAPELA,PESCANOVA ESPANA S.L.U.,,,Redondela,ES,2.92,Oil,,,1999,,
COLONIA GOMIS,"ELECTRICA VILADORDIS, S.A",,,Monistrol de Montserrat,ES,0.48,Hydro,,,1989,,
VILADOMIU MARCAL,"INDUSTRIAL PUIGREIG,S.A.",,,Puig-reig,ES,0.444,Hydro,,,1990,,
BAYER,"COVESTRO, SL",,,Tarragona,ES,0.933,Other or unspecified energy sources,,,2013,,
MOLLO,"SALVADOR SERRA, S.A.",,,Mollo,ES,0.42,Hydro,,,,,
CG ALCOVER,"NEWARK CATALANA, S.L.",,,Alcover,ES,4.8,Natural gas,,,1995,,
TEA I,"ENERGIA DE GALICIA, S.A.",,,Covelo,ES,2.648,Hydro,,,,,
PAPELERA DEL PRINCIPADO (ANTES COG. DEL PLA),"PAPELERA DEL PRINCIPADO, SA (ANT C. PLA)",,,Mollerussa,ES,4.7,Natural gas,,,2008,,
ALKIZA,POLICARPO ODRIOZOLA SEGUROLA,,,Alkiza,ES,0.1,Hydro,,,,,
SATI COGENERACION AIE,"SATI COGENERACION, A.I.E.",,,Garriga (La),ES,4.55,Natural gas,,,,,
BARBELLIDO,"A.T.J. ASESORIA TECNICO JURIDICA, S.L.",,,San Juan de Gredos,ES,1.466,Hydro,,,,,
ARENYS EMPORDA,JOAQUIM RAMIREZ CARTAGENA I PASSOLS,,,Garrigas,ES,0.272,Hydro,,,,,
BALSARENY,"CAN TURO, S.A.",,,Balsareny,ES,0.36,Hydro,,,,,
ANCIN,"JAMONES ANCIN,S.A.",,,Ancin,ES,0.54,Oil,,,,,
ALABE-FORET,"ENERGIAS DE VILLARRUBIA, S.L",,,Villarrubia de Santiago,ES,23.85,Natural gas,,,,,
SANTA LLUCIA,"PRODUCTORA ELECTRICA URGELENSE-I,SL",,,Valls de Valira (Les),ES,0.918,Hydro,,,,,
SASTRE,"HIDROCARDENER, S.L.",,,Olius,ES,0.415,Hydro,,,,,
CERAMICA LA MINILLA (ANTES COGENERACION SOMAPRE),CERAMICA LA MINILLA (ANTES SOMAPRE H.),,,Torrejon del Rey,ES,0.95,Oil,,,,,
BONMATI,"INMOBILIARIA ALTONIA, S.L.",,,Sant Julia del Llor i Bonmati,ES,0.669,Hydro,,,,,
LA PLANA,"LLEIDA 1993, S.L.",,,Lleida,ES,0.094,Hydro,,,,,
COLONIA PERNAU,JOSEP CABANI TUSET,,,Campdevanol,ES,0.404,Hydro,,,,,
BAUCELLS COGENERACION,"BAUCELLS COGENERACION, S.L.",,,Balenya,ES,1.706,Oil,,,,,
HARINAS VAZQUEZ,"HARINAS VAZQUEZ, S.A.",,,Najera,ES,0.166,Hydro,,,,,
HONGOS DE LA JARA,"HONGOS DE LA JARA, S.L.",,,Villanueva de la Jara,ES,4.19,Natural gas,,,,,
TRATAMIENTO DE PURINES SALVACANETE,"ECOENERGIA INTEGRAL, S.A.",,,Salvacanete,ES,1.68,Oil,,,,,
ANDRES SANCHEZ PLAZA,ANDRES SANCHEZ PLAZA,,,Cacin,ES,14.14,Natural gas,,,,,
"EUROPEA DE COGENERACION, S.A.","GUASCOR SERVICIOS, S.A",,,Alcobendas,ES,0.78,Natural gas,,,,,
TRATAMIENTO DE PURINES EN MANZANEQUE,"MEDIOAMBIENTAL GANADERA ROSALA, S.A.",,,Manzaneque,ES,11.652,Other or unspecified energy sources,,,,,
LA PENA II (AMPLIADA CON RE-0663),"REDONDO HERMANOS, S.L.",,,Villahoz,ES,0.33,Hydro,,,,,
PE DE VINA,"HIDROELECTRICA DEL CADAGUA, S.A.",,,Trabada,ES,0.68,Hydro,,,,,
CERAMICA MILLAS E HIJOS,"CERAMICA MILLAS E HIJOS, S.A.",,,Mora,ES,5.19,Natural gas,,,,,
VERTEDERO DE CAN MATA,"ECOENERGIA DE CAN MATA, A.I.E.",,,Hostalets de Pierola (Els),ES,1.048,Biomass and biogas,,,2001,,
BUBAL I,"MINICENTRALES HIDROELECTRICAS DE GALICIA, S.L.",,,Carballedo,ES,4.223,Hydro,,,,,
ROMERO ALVAREZ 2 (TEMPORAL),"ROMERO ALVAREZ, S.A.",,,Alanis,ES,4.4,Natural gas,,,,,
CARCASTILLO,MINICENT ACEQUIA CINCO VILLAS,,,Carcastillo,ES,0.913,Hydro,,,,,
TRATAMIENTO DE PURINES EN PELABRAVO,"ECOENERGIA INTEGRAL, S.A.",,,Pelabravo,ES,1.68,Other or unspecified energy sources,,,,,
CONSELLERIA DE SANIDAD - HOSPITAL LA PLANA,CONSELLERIA DE SANIDAD-HOSPITAL LA PLANA,,,Vila-real,ES,0.62,Natural gas,,,,,
MADERAS PEDRO MARCOS MARIA,"MADERAS PEDRO MARCOS MARIA, S.A.",,,Palacios de la Sierra,ES,1.045,Other or unspecified energy sources,,,,,
BARRI DE FLUVIA,"S.VILARRASA, S.A.",,,Montagut i Oix,ES,0.2,Hydro,,,2001,,
TRAINALBA,"TRATAMIENTO INTEGRAL ALPECHINES BAENA,SL",,,Sotoserrano,ES,0.28,Oil,,,,,
TRUCHAS FUENTERMOSA 1 FASE,"LILLOGEN, S.L.",,,Puebla de Lillo,ES,1.46,Other or unspecified energy sources,,,2012,,
CELYTEX (AMPLIADA CON RE-3050),"CELYTEX, CELULOSAS Y TEXTILES, S.A.",,,Matillas,ES,0.99,Oil,,,,,
EUROATOMIZADO (2 TURBINA),"EUROATOMIZADO, S.A. (2 TURBINA)",,,Onda,ES,4.99,Natural gas,,,,,
COGENERACION PARAJE ALCANARA,"PROCESOS ECOLOGICOS, S.A.",,,Totana,ES,15,Natural gas,,,,,
UTISA (COGETALSA),"FINANCIERA MADERERA, S.A.",,,Chinchilla de Monte-Aragon,ES,10,Natural gas,,,2000,,
BLANCA,"PAPELERA DEL SEGURA, S.A.",,,Blanca,ES,9.801,Natural gas,,,,,
CENTRAL N 14 DEL CANAL DE ARAGON Y CATALUNA,INICIATIVAS HIDROELECTRICAS DEL CANAL DE ARAGON Y CATALUNA S.L.,,,Fraga,ES,0.913,Hydro,,,,,
EMBALAJES Y CAJAS,"INEUROPA DE COGENER.,SA- EMBALAJES Y CAJ",,,Prat de Llobregat (El),ES,3,Natural gas,,,2000,,
HERMANOS ORTIZ BRAVO I Y II,"HERMANOS ORTIZ BRAVO, S.A.",,,Pantoja,ES,2.766,Other or unspecified energy sources,,,,,
CENTRAL HIDROELECTRICA GUADALHORCE-GUADALTEBA,JUNTA DE ANDALUCIA,,,Campillos,ES,5.2,Hydro,,,1999,,
LANDA EDER,"LANDA EDER, S.L.",,,Guenes,ES,0.97,Natural gas,,,1999,,
OHL,"OBRASCON HUARTE LAIN, S.A.",,,Pulpi,ES,15,Natural gas,,,,,
HIDROELECTRICA DE LA ISABELA,"HIDROELECTRICA DE LA ISABELA, S.L.",,,Carolina (La),ES,1.8,Hydro,,,2000,,
CERAMICAS DEL SURESTE,"CERAMICAS DEL SURESTE, S.C.L.",,,Lorca,ES,2.516,Oil,,,2000,,
CELIS,"SALTOS DEL NANSA  I, S.A.U.",,,Rionansa,ES,6.3,Hydro,,,,,
SMURFIT- POL.IND. CAN CASTELL,"TEC 94, S.A.(99%) SMURFIT ESPANA, S.A.1%",,,Canovelles,ES,3.39,Natural gas,,,,,
PARQUETS HERNANDEZ,"PARQUETS HERNANDEZ, S.A.",,,Oza dos Rios,ES,0.992,Oil,,,,,
MADERAS PETEIRO,"MADERAS PETEIRO, S.L.",,,Coruna (A),ES,0.495,Oil,,,2009,,
FERTIMOLINA,"FERTIMOLINA, S.A.",,,Molina de Aragon,ES,10,Natural gas,,,2000,,
GRABISA,"GRABISA, TINTES Y ACABADOS, S.L.",,,Burgos,ES,9.9,Natural gas,,,2000,,
CENER I,"CELULOSA DE ENERGIA, S.L. Y G.E.ENCE",,,San Juan del Puerto,ES,49.936,Natural gas,,,2000,37.304832,-6.863907
INDIPUNT,"INDIPUNT, S.L.",,,Naron,ES,2.06,Natural gas,,,2000,,
MADERAS FRANCISCO IRIZAR,"MADERAS FRANCISCO IRIZAR, S.A.",,,Bergara,ES,0.922,Natural gas,,,1999,,
FUNDACION ESTADIO SOCIEDAD DEPORTIVA,FUNDACION ESTADIO SOCIEDAD DEPORTIVA,,,Vitoria-Gasteiz,ES,0.09,Natural gas,,,,,
BP OIL ESPANA - ESTACION DE SERVICIO ISIDORO,"BP OIL ESPANA, S.A. - RAFAEL MARZAN BAEZ",,,Alcala de Henares,ES,0.03,Natural gas,,,,,
EL HORCAJO,"ELECTRICA DE SARRION, S.A.",,,Sarrion,ES,0.1355,Hydro,,,,,
CERAMICA PENAFIEL,"CERAMICA PENAFIEL, S.A.",,,Penafiel,ES,0.96,Natural gas,,,2000,,
LOMINCHAR,"GRUPO SADA P.A., S.A.",,,Lominchar,ES,1.46,Oil,,,1998,,
MONTEVIVE,"CERAMICA MONTEVIVE, S.L.",,,Malaha (La),ES,2.095,Natural gas,,,,,
APROVECHAMIENTO HIDROELECTRICO DEL RIO BESAYA,"INSTALACIONES HIDRAULICAS SAN ANTONIO,SL",,,San Felices de Buelna,ES,0.186,Hydro,,,2003,,
C.H. PEDRO ORTIZ RAMOS (ANTES SALTO DE MONTEARAGON,"ORTIZ MAQUINARIA, S.L.",,,Talavera de la Reina,ES,2.906,Hydro,,,,,
CASTELLGALI,AUXILIAR DEXPLOTACIONS ENERGETIQ.,,,Castellgali,ES,0.26,Hydro,,,,,
SURIA,"BARNASINTEX, S.L.",,,Suria,ES,0.24,Hydro,,,,,
CAN BADIA,GREENS POWER PRODUCTS SL,,,Ripoll,ES,1.058,Hydro,,,,,
CABDELLA AUXILIAR,"G3T, S.L.",,,Torre de Cabdella (La),ES,0.2,Hydro,,,,,
VALLESPIR,"PROMOCIONES Y PROYECTOS MODOLELL,SL",,,Rialp,ES,4.224,Hydro,,,,,
CAOLESA,"CAOLESA, S.L.",,,Pinell de Brai (El),ES,0.57,Oil,,,,,
CG C.E. HOSPITALET NORD,"GAS NATURAL SERVICIOS SDG, S.A.",,,Hospitalet de Llobregat (L),ES,0.31,Natural gas,,,1997,,
HOSPITAL GENERAL,SERVICIO ANDALUZ DE SALUD (S.A.S.),,,Malaga,ES,1.574,Natural gas,,,,,
GLOBAL PLASMA ENVIRONMENT,"GLOBAL PLASMA ENVIRONMENT, S.A.",,,Campillos,ES,18.4,Oil,,,,,
MURILLO,"ACCIONA ENERGIA, S.A.",,,Murillo el Fruto,ES,5,Hydro,,,,,
ARLAS,"ACCIONA ENERGIA, S.A.",,,Falces,ES,5.16,Hydro,,,,,
BIURRANA,"ELECTRA LESACARRA, S.A.",,,Lesaka,ES,0.4,Hydro,,,,,
GARDE,EXPLOTACIONES NAVARRAS AGRIC.E INDU,,,Roncal/Erronkari,ES,0.454,Hydro,,,,,
COGENERACION COREN,"COOPERATIVAS ORENSANAS, S.C.L.",,,Ourense,ES,6.5,Natural gas,Combustion engine,,1997,,
EL ATAZAR,"HIDRAULICA SANTILLANA, S.A.",,,Patones,ES,8.64,Hydro,,,,,
AREMUSA VI,"AREMUSA AGUAS DE LA REG. DE MURCIA, S.A.",,,Alhama de Murcia,ES,14.14,Natural gas,,,,,
AREMUSA IX,"AREMUSA AGUAS DE LA REG. DE MURCIA, S.A.",,,Alhama de Murcia,ES,14.14,Natural gas,,,,,
ALITRASA I,"ALITRASA ALICANTINA DE TRAT. AGUAS, S.A",,,Fuente Alamo de Murcia,ES,14.14,Natural gas,,,,,
ALITRASA V,"ALITRASA ALICANTINA DE TRAT. AGUAS, S.A",,,Murcia,ES,14.14,Natural gas,,,,,
SALT DEL MOLI VELL DE BELLPUIG,"ELECTRIQUES TANQUEL, S.L.",,,Bellpuig,ES,0.1,Hydro,,,,,
ECOPARC-2,"ECOPARC DEL BESOS, S.A",,,Montcada i Reixac,ES,4.192,Biomass and biogas,,,2005,,
GELSA,"IBERICA DE ENERGIAS, S.L.",,,Gelsa,ES,5.736,Hydro,,,,,
C.H. BARREIRO,"NORVENTO HIDRAULICA, S.L.U.",,,Aranga,ES,2.425,Hydro,,,1992,,
QUINTANA DEL PUENTE,"IBERICA DE ENERGIAS, S.L.",,,Herrera de Valdecanas,ES,1.4,Hydro,,,,,
SARDON BAJO,"IBERICA DE ENERGIAS, S.L.",,,Villabanez,ES,1.4,Hydro,,,,,
VILACHAN,"HIDROTIDE, A.I.E.",,,Tomino,ES,1.2,Hydro,,,,,
EL COTERILLO,"PENA GONZALEZ VICTORINO J, PABLO GONZALEZ TORIBIO, SC",,,Ampuero,ES,0.27,Hydro,,,1990,,
C.H. NOVO PINDO,"FERROATLANTICA, S.L.",,,Coruna (A),ES,9.75114,Hydro,,,2004,,
"COG.FORRAJES DE RIBAFORADA, S.L.","FORRAJES DE RIBAFORADA, S.L.",,,Ribaforada,ES,0.964,Natural gas,,,,,
C. H. DEL VOLTREGA,"HIDROELECTRICA  DEL VOLTREGA, S.L.U.",,,Masies de Voltrega (Les),ES,0.3,Hydro,,,,,
C.H. PLANTA DA TREITA,"HIDROELECTRICA LA TREITA, SL",,,Meira,ES,0.05,Hydro,,,2005,,
AUXILIAR TEXTIL RIBA,"AUXILIAR TEXTIL RIBA, S.A.",,,Sant Vicenc de Castellet,ES,0.662,Hydro,,,,,
CARBONES,INVESTIGACION MAS DESARROLLO ENERGETICO.,,,Castellgali,ES,0.24,Hydro,,,,,
COLONIA RIU,"BLINSA,S.A.",,,Monistrol de Calders,ES,0.042,Hydro,,,,,
LA BAUMA,"SALVADOR SERRA, S.A.",,,Castellbell i el Vilar,ES,0.43,Hydro,,,,,
PONT CABRETA,"LA PAPELERA DEL FRESSER,S.A.",,,Campdevanol,ES,0.78,Hydro,,,,,
TORRAS HOSTENCH,PERE Y JOSEP SERRA VILA,,,Sant Julia de Ramis,ES,0.334,Hydro,,,,,
LA FARGA,"EDMUNDO BEBIE, S.A.",,,Llosses (Les),ES,1.095,Hydro,,,,,
PLANTA INCINERADORA TRARGISA,TRARGISA,,,Girona,ES,2,Non-renewable waste,,,,,
ESPONELLA-B,"AGRI-ENERGIA,S.A.",,,Esponella,ES,0.25,Hydro,,,,,
CAN CANALS,"HIDROELECTRICA SELGA, S.A.",,,Sant Joan de Vilatorrada,ES,0.12,Hydro,,,,,
SURRIBES,"MACLOT,S.L.",,,Sant Jaume de Llierca,ES,0.3,Hydro,,,,,
GRIDO,"MACLOT,S.L.",,,Castellfollit de la Roca,ES,0.28,Hydro,,,,,
MINERA CATALANO-ARAGONESA,S.A.MINERA CATALANO-ARAGONESA,,,Onda,ES,4.4,Natural gas,,,1999,,
"ARCILLAS ATOMIZADAS, S.A.","ARCILLAS ATOMIZADAS, S.A.",,,Onda,ES,0,Natural gas,,,,,
ATOMIZADORA,"ATOMIZADORA, S.A.",,,Onda,ES,5.505,Natural gas,,,2007,,
CLARIANA,"CLARIANA, S.A.",,,Vila-real,ES,1.24,Natural gas,,,1999,,
PEDRUZO,"ELECTROTECNICA DE URBINA, S.A.",,,Condado de Trevino,ES,0.65,Hydro,,,,,
LAUPAGO,"ELECTRA DEBA, S.A.",,,Elgoibar,ES,0.364,Hydro,,,,,
PETRONOR-1,"PETROLEOS DEL NORTE, S.A.",,,Muskiz,ES,11.2,Other or unspecified energy sources,,,1993,43.326125,-3.107429
EL VERGUERAL,"LINEAS ASMAR, S.A",,,Cueva de Roa (La),ES,0.58,Hydro,,,,,
BERTXIN,AYUNTAMIENTO DE ANDOAIN,,,Andoain,ES,0.808,Hydro,,,,,
ERENOZU,C.H. DE RENTERIA S.A.,,,Hernani,ES,0.19,Hydro,,,,,
BOLUMBURU (AMPLIACION CON RE-0628/2),"ELECTRA BOLUMBURU, S.A.",,,Zalla,ES,0.175,Hydro,,,,,
CH SENTMENAT,"ACCIONA SALTOS DE AGUA, SL",,,Sant Mori,ES,0.2,Hydro,,,1994,,
LOS BATANES-IB,"HIDROELECTRICA DE LOS BATANES, S.A",,,Alcaraz,ES,0.3,Hydro,,,,,
MOLINO DEL CANAL (SAFONT),"MINICENTRALES DOS, S.A.",,,Toledo,ES,1.12,Hydro,,,,,
FABRICA FORJADOS GRANADINOS,"SIHER COGENERACION, S.L.",,,Jun,ES,3.6,Oil,,,,,
CERAMICAS MIRA,"CERAMICAS DE MIRA, S.A.",,,Mira,ES,0.95,Oil,,,,,
CERAMICA ESPIRITU SANTO,"CERAMICA ESPIRITU SANTO, S.A.",,,Villaluenga de la Sagra,ES,3.639,Natural gas,,,,,
AGLOMERADOS ECAR,"AGLOMERADOS ECAR, S.A.",,,Mondonedo,ES,2.7,Oil,,,,,
TERRACUITA JORBA,"TERRACUITA JORBA, SA",,,Jorba,ES,1,Natural gas,,,2005,,
CAN POC OLI,"SIMAPRO, S.L.",,,Manresa,ES,0.08,Hydro,,,,,
INTERBON,"INTERBON,S.A.",,,Burgos,ES,3.88,Natural gas,,,,,
BOCAREDO Y AMPLIACION,JOSE GARCIA LOPEZ,,,Valle de Manzanedo,ES,0.12,Hydro,,,2001,,
MAIRE,"ELECTRA DE LA VIZANA,S.A.",,,Coomonte,ES,0.4,Hydro,,,,,
ANDRONDEGUI,"ELEKTRA INDARRAK, SL",,,Azkoitia,ES,0.315,Hydro,,,,,
BIOSANMARCOS,"BIOSANMARKOS,S.A.",,,Donostia-San Sebastian,ES,1.472,Biomass and biogas,,,1995,,
EL CAMPO,"LUZALAR,S.L.",,,Alar del Rey,ES,0.15,Hydro,,,,,
SALTO DE YEGUAS,SALTO DEL YEGUAS.S.A.,,,Marmolejo,ES,4.9,Hydro,,,,,
ARTESA DE SEGRE (AMPLIADA 28-10-2002),"EXPLOTACIONES ENERGETICAS ARTESA,SL",,,Artesa de Segre,ES,1.601,Hydro,,,,,
PAPELERA ROMANI,"GAROFEICA,S.A.",,,Pobla de Claramunt (La),ES,6.06,Natural gas,,,1996,,
SEBASTIA-FACUNDO,"HIDROELECTRICA DEL GUADALOPE,S.A.",,,Castellote,ES,2.8,Hydro,,,,,
NUFRI,SAT NUM.1596 NUFRI,,,Mollerussa,ES,10,Natural gas,,,2005,,
ALABE - CARTOBOX,SAICA PACK S.L.,,,Velilla de San Antonio,ES,3,Natural gas,,,,,
UNIVERSITAT DE VALENCIA,UNIVERSITAT DE VALENCIA,,,Valencia,ES,2.59,Natural gas,,,,,
RESTANO,"NAVARRO GENERACION, S.A.",,,Amieva,ES,14.4,Hydro,,,,,
LOS TILOS,"NAVARRO GENERACION, S.A.",,,Beteta,ES,1.52,Hydro,,,,,
LA RUIDERA,"NAVARRO GENERACION, S.A.",,,Albendea,ES,1.2,Hydro,,,,,
LA HERRERIA,"NAVARRO GENERACION, S.A.",,,Canizares,ES,3.08,Hydro,,,,,
PLANTA SECADO TERMICO DE LODOS E.R.A.R. DE BUTARQUE,"SUFI, SA (70%) Y CADAGUA, SA (30%)",,,Madrid,ES,18,Natural gas,,,,,
MOLINO DE HUERTAS,"MARTIN FERNADEZ TORIBIO, SL",,,Herrera de Pisuerga,ES,0.425,Hydro,,,,,
CERAMICA SALONI 2,"CERAMICA SALONI, S.A.",,,Sant Joan de Moro,ES,5,Natural gas,,,,,
CERAMICA DOBON,"CERAMICA DOBON, S.A.",,,Alcolea de Cinca,ES,1.358,Other or unspecified energy sources,,,,,
COGENERACION CREVILLENTINA AIE,COGENERACION CREVILLENTINA AIE,,,Crevillent,ES,9.293,Oil,,,1998,,
POLIDEPORTIVO DE LEGAZPIA,AYUNTAMIENTO DE LEGAZPIA,,,Legazpi,ES,0.066,Natural gas,,,,,
CANADA 1 FASE,"CANADA, S.A.",,,Alcaniz,ES,0.955,Natural gas,,,,,
SORT,AYUNTAMIENTO DE SORT,,,Sort,ES,0.24,Hydro,,,,,
MOLI DEL SART,GIL PAU ROBIRO,,,Ribes de Freser,ES,0.037,Hydro,,,2001,,
SHIONOGI QUALICAPS,"QUALICAPS EUROPE, S.A",,,Alcobendas,ES,2.076,Natural gas,,,,,
HOSPITAL DE SAN ELOY,"GIROA COGENERACION, A.I.E.",,,Barakaldo,ES,0.346,Natural gas,,,1999,,
SANTA MARIA DE LA MAVE II,"HIJOS DE MANUEL GARCIA DE LOS RIOS, S.L.",,,Aguilar de Campoo,ES,0.049,Hydro,,,,,
ECOTRANS,"ECOTRANS, TRANSFORMACIONES ECOLOGICAS,SL",,,Jadraque,ES,29.24,Natural gas,,,,,
ESASA,"ESTEVE SANTIAGO, S.A. (ESASA)",,,Cabezon de Pisuerga,ES,0.99,Natural gas,,,2010,,
PROMOTORA DE INDUSTRIAS CERAMICAS,"PROMOTORA DE INDUSTRIAS CERAMICAS, S.L.",,,Elche/Elx,ES,3.8,Natural gas,,,2000,,
COGENERACION GIROAGA,"GIROAGA COGENERACION, A.I.E.",,,Donostia-San Sebastian,ES,0.525,Natural gas,,,1998,,
COGENERACION INSUINA,"INSUINA, S.L.",,,Oia,ES,0.655,Oil,,,1999,,
TRANSALFALS&LA VISPESA,"TRANSALFALS&LA VISPESA, SCL (ABELLCAIRE",,,Bellcaire dUrgell,ES,3.6,Natural gas,,,,,
COGENERACION KAUMAN,"KAUMAN, S.A.",,,Ponteareas,ES,2.7,Oil,,,,,
HOSPITAL DE BASURTO,"GIROA, S.A.",,,Bilbao,ES,2.006,Natural gas,,,2011,,
"PUERTO LUMBRERAS ENERCORR XXI, S.L.","PUERTO LUMBRERAS ENERCORR XXI, S.L.",,,Puerto Lumbreras,ES,14.95,Natural gas,,,,,
TRATAMIENTO Y REDUC. PURINES EN FONZ,"ENERGYWORKS FONZ, S.L.",,,Fonz,ES,7.4,Other or unspecified energy sources,,,2006,,
HORNILLOS DE ERESMA,"DESIMPACTO DE PURINES ERESMA, S.A.",,,Hornillos de Eresma,ES,14.64,Natural gas,,,2001,,
PROLACTEA,"COGENERACION DEL ESLA, S.A.",,,Castrogonzalo,ES,5.82,Natural gas,,,,,
ALMUDEVER ROSELLO HERMANOS,"ALMUDEVER ROSELLO HERMANOS, S.A.",,,Silla,ES,0.895,Natural gas,,,1997,,
RAIMAT - CENTRAL 5,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",,,Lleida,ES,0.29,Hydro,,,,,
MECALUX-CORNELLA,"MECALUX , S.A.",,,Cornella de Llobregat,ES,1.345,Natural gas,,,2000,,
COGENERACION UNEMSA,"UNION DE EMPRESAS MADERERAS, S.A.",,,Carballo,ES,7.35,Oil,,,2012,,
GESPAL LA PALOMA,"ELIS MANOMATIC, S.A.",,,Getafe,ES,1.016,Natural gas,,,,,
BADARAN,MIGUEL ANGEL CASTRO ALONSO,,,Badaran,ES,0.076,Hydro,,,,,
ERDOIZTA,FERMIN LABURU TELLERIA Y VICENTE,,,Zestoa,ES,0.165,Hydro,,,,,
INCOGEN (AOIZ),"INCOGEN, S.A.",,,Aoiz/Agoitz,ES,3.575,Natural gas,,,2007,,
INURRIETA- GARES,"HIDROELECTRICAS DE VASCONIA, S.A.",,,Puente la Reina/Gares,ES,1.12,Hydro,,,1999,,
FERRE ENERGIA,"FERRE ENERGIA, S.L.",,,Banyeres de Mariola,ES,1.9,Natural gas,,,,,
SALTO DE CAPARROSO,"ACCIONA ENERGIA, S.A.",,,Caparroso,ES,4.7,Hydro,,,,,
COGENERACION NISA,"MANUFACTURAS NICOLAS, S.L.",,,Viana,ES,0.499,Natural gas,,,2008,,
AYUNTAMIENTO DE SADA,AYUNTAMIENTO DE SADA,,,Sada,ES,0.08,Oil,,,,,
GRES DE VALLS (FACTORIA N 2),"GRES DE VALLS, S.A.",,,Onda,ES,0.995,Natural gas,,,1999,,
ENERLASA,"AGRUPACION DE COOPERATIVAS LACTEAS, S.L.",,,Caldas de Reis,ES,3.106,Natural gas,,,,,
TUNO II,"APROVECHAMIENTOS HIDR.GALLEGOS,S.A.",,,Ramiras,ES,2.715,Hydro,,,,,
RIO DEVA,"MINICENTRAL SAN MIGUEL, S.A.",,,Quintela de Leirado,ES,4.9,Hydro,,,,,
C.H. ARLUCEA,JUNTA ADMINISTRATIVA DE ARLUCEA,,,Bernedo,ES,0.01,Hydro,,,,,
C.H. EL BARCO,"HIDROELECTRICA EL BARCO, S.L.",,,Fuenmayor,ES,3.2,Hydro,,,2004,,
"ECOPARQUE DE LA RIOJA, S.L.","TRATAMIENTO DE RESIDUOS LA RIOJA, S.L.",,,Villamediana de Iregua,ES,2.13,Biomass and biogas,,,,,
C.H. SAN FRANCISCO JAVIER-MARIA LETICIA,"ELECTRICAS DEL VINALOPO, S.A.",,,Cotillas,ES,1.35,Hydro,,,,,
TRATAMIENTO DE PURINESY COG. DEL TORICO,"SOLUCIONES TERMICAS APLICADAS, S.A.",,,Almodovar del Campo,ES,6.97,Other or unspecified energy sources,,,,,
REHABILITACION C. H. RIVERA II,RECURSOS HIDRAULICOS (REHISA 2000) S.L.,,,Arino,ES,0.37,Hydro,,,,,
REHABILITACION CENTRAL HIDROELECTRICA DE  HUERTO,RECURSOS HIDRAULICOS 2000 S.L.,,,Huerto,ES,0.1,Hydro,,,2003,,
SAICA 4,S.A.INDUSTRIAS CELULOSA ARAGONESA,,,Burgo de Ebro (El),ES,46.5,Other or unspecified energy sources,,,,41.544164,-0.675767
TRATAMIENTO Y REDUCCION DE  LODOS DE ALGAS,"INDUSTRIAS ROKO, S.A.",,,Llanera,ES,1.464,Natural gas,,,,,
"SOLUZIONA INGENIERIA, S.A.","SOLUZIONA INGENIERIA, S.A.",,,Fortuna,ES,16.5,Other or unspecified energy sources,,,,,
CENTRAL DE LA FABRICA DE BOINAS LA ENCARTADA,ENTE VASCO DE LA ENERGIA,,,Balmaseda,ES,0.1,Hydro,,,,,
FABRICA TEXTIL FILPUR,"INMUEBLES INDUSTRIALES ROTOMA, S.L.",,,Ripoll,ES,0.14,Hydro,,,,,
